Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
32063688,11/24/2015 07:12:10 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11213,878 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,12/24/2015 07:12:10 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/24/2015 04:10:50 PM,09 BROOKLYN,BROOKLYN,1001195,183095,Unspecified,BROOKLYN,,,,,,,,40.66921400319091,-73.9389168727884,"(40.66921400319091, -73.9389168727884)"
32064576,11/24/2015 09:37:19 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10458,2600 BRIGGS AVENUE,BRIGGS AVENUE,COLES LANE,EAST 194 STREET,,,ADDRESS,BRONX,,N/A,Assigned,12/24/2015 09:37:19 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/24/2015 04:10:50 PM,07 BRONX,BRONX,1013761,254129,Unspecified,BRONX,,,,,,,,40.86415072840221,-73.89330726404104,"(40.86415072840221, -73.89330726404104)"
32072574,11/25/2015 01:04:49 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10301,348 SHARON AVENUE,SHARON AVENUE,FOREST AVENUE,NORMA PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Open,12/25/2015 01:04:49 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 STATEN ISLAND,STATEN ISLAND,955843,168646,Unspecified,STATEN ISLAND,,,,,,,,40.62952530237421,-74.10234032171567,"(40.62952530237421, -74.10234032171567)"
32083814,11/28/2015 04:06:03 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10309,20 QUAIL LANE,QUAIL LANE,ENGLEWOOD AVENUE,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,12/28/2015 04:06:03 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/30/2015 03:40:31 PM,03 STATEN ISLAND,STATEN ISLAND,922796,133233,Unspecified,STATEN ISLAND,,,,,,,,40.532156321850884,-74.22107456165476,"(40.532156321850884, -74.22107456165476)"
32084744,11/28/2015 12:02:50 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11226,672 OCEAN AVENUE,OCEAN AVENUE,ALBEMARLE ROAD,REGENT PLACE,,,ADDRESS,BROOKLYN,,N/A,Assigned,12/28/2015 12:02:50 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/30/2015 03:40:31 PM,14 BROOKLYN,BROOKLYN,995258,174805,Unspecified,BROOKLYN,,,,,,,,40.64646914853235,-73.96033202619999,"(40.64646914853235, -73.96033202619999)"
32086136,11/28/2015 04:23:28 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10309,20 QUAIL LANE,QUAIL LANE,ENGLEWOOD AVENUE,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Open,12/28/2015 04:23:28 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 STATEN ISLAND,STATEN ISLAND,922796,133233,Unspecified,STATEN ISLAND,,,,,,,,40.532156321850884,-74.22107456165476,"(40.532156321850884, -74.22107456165476)"
32086340,11/28/2015 07:40:14 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11226,92 WOODRUFF AVENUE,WOODRUFF AVENUE,ST PAULS PLACE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,12/28/2015 07:40:14 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/30/2015 03:40:31 PM,14 BROOKLYN,BROOKLYN,994535,177403,Unspecified,BROOKLYN,,,,,,,,40.65360096296739,-73.96293343726657,"(40.65360096296739, -73.96293343726657)"
32095176,11/30/2015 04:12:02 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11213,874 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,12/30/2015 04:12:02 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/01/2015 04:35:57 PM,09 BROOKLYN,BROOKLYN,1001168,183097,Unspecified,BROOKLYN,,,,,,,,40.669219544379466,-73.9390141970049,"(40.669219544379466, -73.9390141970049)"
32099523,11/30/2015 12:46:33 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11694,130 BEACH 120 STREET,BEACH 120 STREET,OCEAN PROMENADE,MEMORIAL CIRCLE,,,ADDRESS,ROCKAWAY PARK,,N/A,Assigned,12/30/2015 12:46:33 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/30/2015 03:40:32 PM,14 QUEENS,QUEENS,1028742,149689,Unspecified,QUEENS,,,,,,,,40.57742610108325,-73.83983611963335,"(40.57742610108325, -73.83983611963335)"
32108360,12/01/2015 03:47:42 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11213,878 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,12/31/2015 03:47:42 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,09 BROOKLYN,BROOKLYN,1001195,183095,Unspecified,BROOKLYN,,,,,,,,40.66921400319091,-73.9389168727884,"(40.66921400319091, -73.9389168727884)"
32111274,12/01/2015 12:26:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10460,418 BRONX PARK AVENUE,BRONX PARK AVENUE,EAST 179 STREET,LEBANON STREET,,,ADDRESS,BRONX,,N/A,Assigned,12/31/2015 12:26:38 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/01/2015 04:35:49 PM,06 BRONX,BRONX,1018755,245477,Unspecified,BRONX,,,,,,,,40.840385474257346,-73.87529673492409,"(40.840385474257346, -73.87529673492409)"
32119422,12/03/2015 01:20:39 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11213,878 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,01/02/2016 01:20:39 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,09 BROOKLYN,BROOKLYN,1001195,183095,Unspecified,BROOKLYN,,,,,,,,40.66921400319091,-73.9389168727884,"(40.66921400319091, -73.9389168727884)"
32129735,12/04/2015 01:17:33 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11237,241 IRVING AVENUE,IRVING AVENUE,GREENE AVENUE,BLEECKER STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/03/2016 01:17:33 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/04/2015 04:47:37 PM,04 BROOKLYN,BROOKLYN,1007294,194483,Unspecified,BROOKLYN,,,,,,,,40.700457673266534,-73.91689233684714,"(40.700457673266534, -73.91689233684714)"
32141676,12/05/2015 05:26:27 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11221,978 DEKALB AVENUE,DEKALB AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/04/2016 05:26:27 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:39:11 PM,03 BROOKLYN,BROOKLYN,1001953,191803,Unspecified,BROOKLYN,,,,,,,,40.69311399508664,-73.9361615681593,"(40.69311399508664, -73.9361615681593)"
32142653,12/06/2015 09:04:07 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11213,876 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/05/2016 09:04:07 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:39:11 PM,09 BROOKLYN,BROOKLYN,1001181,183096,Unspecified,BROOKLYN,,,,,,,,40.669216774751696,-73.93896733728795,"(40.669216774751696, -73.93896733728795)"
32144684,12/06/2015 04:08:35 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11209,8602 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,86 STREET,88 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,01/05/2016 04:08:35 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 BROOKLYN,BROOKLYN,977429,165282,Unspecified,BROOKLYN,,,,,,,,40.62033474884961,-74.02457024917048,"(40.62033474884961, -74.02457024917048)"
32145714,12/06/2015 09:32:04 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10309,20 QUAIL LANE,QUAIL LANE,ENGLEWOOD AVENUE,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Open,01/05/2016 09:32:04 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 STATEN ISLAND,STATEN ISLAND,922796,133233,Unspecified,STATEN ISLAND,,,,,,,,40.532156321850884,-74.22107456165476,"(40.532156321850884, -74.22107456165476)"
32147619,12/07/2015 09:43:21 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10306,3315 AMBOY ROAD,AMBOY ROAD,BUFFALO STREET,HOPKINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,01/06/2016 09:43:21 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:39:12 PM,03 STATEN ISLAND,STATEN ISLAND,946729,143410,Unspecified,STATEN ISLAND,,,,,,,,40.560223733012386,-74.13503462670054,"(40.560223733012386, -74.13503462670054)"
32148908,12/07/2015 01:20:10 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11204,1718 66 STREET,66 STREET,17 AVENUE,18 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/06/2016 01:20:10 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:39:11 PM,11 BROOKLYN,BROOKLYN,986344,164983,Unspecified,BROOKLYN,,,,,,,,40.61951643433834,-73.99245719536817,"(40.61951643433834, -73.99245719536817)"
32152492,12/07/2015 03:31:24 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10471,6045 RIVERDALE AVENUE,RIVERDALE AVENUE,WEST 260 STREET,WEST 261 STREET,,,ADDRESS,BRONX,,N/A,Assigned,01/06/2016 03:31:24 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/08/2015 03:36:45 PM,08 BRONX,BRONX,1010946,270620,Unspecified,BRONX,,,,,,,,40.909422278324655,-73.90341874363223,"(40.909422278324655, -73.90341874363223)"
32157372,12/08/2015 08:59:32 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10309,20 QUAIL LANE,QUAIL LANE,ENGLEWOOD AVENUE,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Open,01/07/2016 08:59:32 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 STATEN ISLAND,STATEN ISLAND,922796,133233,Unspecified,STATEN ISLAND,,,,,,,,40.532156321850884,-74.22107456165476,"(40.532156321850884, -74.22107456165476)"
32161141,12/08/2015 07:29:12 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11226,672 OCEAN AVENUE,OCEAN AVENUE,ALBEMARLE ROAD,REGENT PLACE,,,ADDRESS,BROOKLYN,,N/A,Open,01/07/2016 07:29:12 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,14 BROOKLYN,BROOKLYN,995258,174805,Unspecified,BROOKLYN,,,,,,,,40.64646914853235,-73.96033202619999,"(40.64646914853235, -73.96033202619999)"
32165060,12/10/2015 09:01:04 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11207,32 COOPER STREET,COOPER STREET,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/09/2016 09:01:04 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/11/2015 03:44:25 PM,04 BROOKLYN,BROOKLYN,1009000,188588,Unspecified,BROOKLYN,,,,,,,,40.684272661477614,-73.91076134922123,"(40.684272661477614, -73.91076134922123)"
32179247,12/11/2015 06:45:24 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11234,,,,,EAST   51 STREET,AVENUE N,INTERSECTION,BROOKLYN,,N/A,Assigned,01/10/2016 06:45:24 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/11/2015 03:44:24 PM,18 BROOKLYN,BROOKLYN,1004828,164808,Unspecified,BROOKLYN,,,,,,,,40.61901244591224,-73.9258764660489,"(40.61901244591224, -73.9258764660489)"
